1,1547709242982,-12.94,-2.32,4.8
1,1547709242982,-12.77,-3.02,5.19
1,1547709242983,-12.22,-3.73,5.66
1,1547709242983,-12.12,-4.04,4.57
1,1547709242983,-13.41,-3.57,6.26
1,1547709242983,-12.53,-2.71,6.56
1,1547709242989,-11.17,-1.58,6.87
1,1547709242989,-9.96,-0.95,7.16
1,1547709243057,-9.82,-1.05,7.32
1,1547709243057,-10.09,-1.05,7.63
1,1547709243057,-9.37,-0.83,8.1
1,1547709243073,-7.91,-0.58,8.22
1,1547709243074,-5.46,0.48,8.33
1,1547709243074,-4.98,0.68,8.12
1,1547709243074,-5.31,0.58,7.87
1,1547709243132,-6.09,0.31,7.81
1,1547709243132,-6.83,0.72,7.48
1,1547709243132,-6.23,1.3,7.28
1,1547709243141,-5.42,1.54,7.1
1,1547709243141,-4.88,1.54,7.03
1,1547709243141,-5.35,1.34,7.61
1,1547709243141,-5.25,1.11,8.0
1,1547709243142,-4.88,0.93,7.98
1,1547709243207,-4.53,1.09,7.48
1,1547709243207,-4.86,1.66,7.01
1,1547709243207,-5.01,1.89,6.81
1,1547709243208,-4.76,2.12,6.79
1,1547709243224,-4.14,1.91,6.66
1,1547709243225,-3.33,1.3,6.01
1,1547709243225,-3.53,1.21,6.01
1,1547709243283,-3.94,1.28,6.13
1,1547709243284,-4.25,1.75,6.42
1,1547709243285,-3.14,3.88,6.54
1,1547709243285,-2.55,4.45,7.08
1,1547709243286,-2.71,3.92,7.51
1,1547709243287,-2.46,1.77,7.4
1,1547709243288,0.8,1.32,9.6
1,1547709243359,0.72,3.12,8.86
1,1547709243360,0.07,4.7,8.71
1,1547709243375,-1.3,5.54,8.41
1,1547709243375,-2.3,5.11,7.98
1,1547709243376,-2.63,4.82,7.51
1,1547709243376,-2.92,4.51,7.71
1,1547709243376,-3.1,4.29,8.24
1,1547709243376,-2.4,3.84,8.08
1,1547709243433,-1.73,3.04,7.69
1,1547709243434,-1.28,2.24,7.5
1,1547709243434,-1.48,1.62,7.53
1,1547709243434,-2.24,1.93,7.1
1,1547709243434,-2.83,2.44,7.05
1,1547709243435,-4.92,3.76,7.83
1,1547709243435,-5.5,5.01,8.84
1,1547709243435,-4.9,6.21,9.14
1,1547709243510,-4.53,5.42,8.92
1,1547709243510,-4.47,4.12,8.78
1,1547709243511,-4.84,2.61,8.69
1,1547709243511,-6.75,2.01,9.55
1,1547709243511,-7.42,2.89,10.21
1,1547709243511,-7.24,3.33,10.58
1,1547709243512,-6.77,3.12,10.44
1,1547709243584,-6.95,1.91,9.53
1,1547709243584,-7.12,1.67,9.02
1,1547709243585,-7.14,2.16,8.9
1,1547709243585,-7.03,3.04,8.98
1,1547709243585,-6.95,3.96,9.17
1,1547709243585,-7.89,4.21,9.27
1,1547709243586,-9.02,4.41,9.02
1,1547709243586,-9.19,4.49,8.59
1,1547709243661,-6.6,4.66,8.02
1,1547709243662,-5.8,4.23,8.08
1,1547709243662,-5.8,3.43,7.77
1,1547709243662,-6.34,2.53,7.38
1,1547709243663,-8.0,1.75,5.89
1,1547709243663,-8.71,1.83,5.29
1,1547709243663,-9.31,1.93,5.0
1,1547709243733,-9.88,1.87,4.29
1,1547709243734,-10.31,0.93,3.3
1,1547709243734,-10.35,0.09,2.96
1,1547709243734,-10.37,-0.82,2.91
1,1547709243734,-10.39,-1.19,3.3
1,1547709243746,-9.94,-1.17,4.51
1,1547709243746,-10.01,-0.95,5.09
1,1547709243808,-10.56,-0.68,5.42
1,1547709243809,-11.05,-0.91,5.39
1,1547709243809,-10.05,-1.83,5.15
1,1547709243809,-9.51,-2.32,5.15
1,1547709243809,-9.39,-2.71,5.07
1,1547709243810,-9.39,-2.98,5.03
1,1547709243810,-8.86,-2.3,5.31
1,1547709243810,-8.45,-1.52,5.33
1,1547709243884,-8.41,-1.07,5.17
1,1547709243884,-8.69,-0.93,4.98
1,1547709243884,-8.98,-1.26,4.9
1,1547709243885,-8.84,-1.66,4.9
1,1547709243885,-8.82,-1.83,4.74
1,1547709243885,-9.04,-1.81,4.7
1,1547709243886,-9.47,-1.75,4.66
1,1547709243957,-9.51,-2.07,4.6
1,1547709243959,-9.58,-2.16,4.6
1,1547709243959,-9.76,-2.22,4.66
1,1547709243959,-9.82,-2.69,4.98
1,1547709243960,-9.8,-2.77,5.11
1,1547709243960,-9.86,-2.79,5.19
1,1547709243960,-10.0,-3.14,5.19
1,1547709243960,-10.17,-3.98,5.17
1,1547709244034,-10.62,-3.88,4.94
1,1547709244034,-11.44,-3.57,4.66
1,1547709244035,-11.93,-3.26,4.39
1,1547709244035,-11.32,-3.28,4.25
1,1547709244036,-11.01,-3.61,4.17
1,1547709244036,-11.46,-3.63,4.12
1,1547709244036,-12.67,-3.35,4.0
1,1547709244037,-14.8,-3.18,3.86
1,1547709244110,-14.96,-3.76,4.84
1,1547709244133,-14.51,-4.51,6.25
1,1547709244133,-13.0,-4.43,7.4
1,1547709244134,-9.0,-3.16,8.88
1,1547709244134,-7.42,-2.73,9.41
1,1547709244182,-6.32,-1.73,9.53
1,1547709244183,-5.54,0.17,9.19
1,1547709244184,-4.39,4.33,8.24
1,1547709244185,-4.27,5.05,8.06
1,1547709244185,-4.45,5.17,7.81
1,1547709244185,-5.05,5.23,7.81
1,1547709244186,-5.39,5.05,7.71
1,1547709244186,-4.31,4.82,7.53
1,1547709244257,-3.2,4.51,7.73
1,1547709244258,-2.42,4.19,8.35
1,1547709244258,-2.07,3.45,8.39
1,1547709244259,-2.81,3.53,8.55
1,1547709244260,-3.92,3.82,8.63
1,1547709244260,-4.37,4.08,8.65
1,1547709244260,-3.28,4.74,8.92
1,1547709244260,-2.51,4.7,8.98
1,1547709244332,-2.05,4.1,8.63
1,1547709244333,-1.89,3.35,8.22
1,1547709244333,-2.5,2.46,8.02
1,1547709244333,-2.91,2.77,7.53
1,1547709244334,-3.12,3.43,7.22
1,1547709244334,-2.92,3.88,6.75
1,1547709244334,-2.24,4.04,6.23
1,1547709244355,-1.91,3.63,5.93
1,1547709244413,-1.5,3.06,5.58
1,1547709244415,-1.07,2.75,5.31
1,1547709244417,-0.35,2.65,5.15
1,1547709244418,-0.07,2.65,4.82
1,1547709244420,-0.19,3.06,4.82
1,1547709244423,-0.89,5.15,5.95
1,1547709244424,0.23,6.05,6.81
1,1547709244425,0.01,4.21,8.1
1,1547709244484,-0.68,3.53,9.04
1,1547709244485,-0.66,4.33,9.68
1,1547709244486,0.46,5.48,10.42
1,1547709244487,0.33,5.89,10.8
1,1547709244488,-0.35,6.67,10.89
1,1547709244488,-0.85,7.4,10.74
1,1547709244489,-1.89,6.77,10.87
1,1547709244562,-2.4,6.28,10.56
1,1547709244563,-2.44,5.93,10.21
1,1547709244564,-2.1,5.37,10.05
